Wavelength (nm),Air_n,Air_k,Spiro_n,Spiro_k,TiO2_n,TiO2_k,SodaLime_n,SodaLime_k,Perov_n,Perov_k,PerovPtPt_n,PerovPtPt_k,Au_n,Au_k,SnO2_n,SnO2_k,SiO2_n,SiO2_k,FTO_n,FTO_k,FTema_n,FTema_k,FAema_n,FAema_k,TPema_n,TPema_k,SpiroTFSI4Ox_n,SpiroTFSI4Ox_k,SpOxema_n,SpOxema_k
676,1,0,1.69949,0.00268,2.08748,0,1.507,1.04E-06,2.48588,0.37147,2.59042,0.34153,0.13633,3.84587,1.86049,0.00151,1.4782,0,1.82325,0.00882,1.90386,0.00583,1.52377,0.00558,2.22649,0.12462,1.70415,0.01131,1.70E+00,3.54E-03
677,1,0,1.69937,0.0027,2.08722,0,1.507,1.05E-06,2.48567,0.37069,2.59115,0.33989,0.13611,3.85489,1.86034,0.00148,1.4782,0,1.82264,0.00885,1.90337,0.00585,1.5234,0.0056,2.22624,0.12435,1.70398,0.01124,1.70E+00,3.55E-03
678,1,0,1.69923,0.00271,2.08697,0,1.507,1.06E-06,2.48549,0.36992,2.59314,0.33907,0.13589,3.86391,1.86015,0.00146,1.4782,0,1.82208,0.00889,1.90288,0.00587,1.52304,0.00562,2.226,0.12409,1.70382,0.01121,1.70E+00,3.56E-03
679,1,0,1.69906,0.00262,2.08671,0,1.50692,1.07E-06,2.48532,0.36917,2.59781,0.33827,0.13567,3.87293,1.86002,0.00144,1.47812,0,1.82151,0.00892,1.90247,0.0059,1.52267,0.00564,2.22576,0.12384,1.70364,0.01112,1.70E+00,3.47E-03
680,1,0,1.69898,0.00267,2.08645,0,1.5069,1.08E-06,2.4852,0.36841,2.59473,0.33577,0.13544,3.88196,1.8599,0.00141,1.4781,0,1.82089,0.00895,1.902,0.00592,1.5223,0.00566,2.22554,0.12358,1.70346,0.01111,1.70E+00,3.51E-03
681,1,0,1.69887,0.0026,2.08619,0,1.5069,1.09E-06,2.48498,0.36769,2.5966,0.33705,0.13522,3.89098,1.85968,0.00139,1.4781,0,1.82031,0.00898,1.90151,0.00594,1.52193,0.00568,2.22528,0.12334,1.70327,0.01108,1.70E+00,3.45E-03
682,1,0,1.69869,0.00262,2.08594,0,1.50685,1.10E-06,2.48485,0.36698,2.5988,0.3364,0.135,3.9,1.85955,0.00137,1.47805,0,1.81977,0.00902,1.90106,0.00596,1.52156,0.0057,2.22506,0.1231,1.70308,0.01111,1.70E+00,3.47E-03
683,1,0,1.69848,0.00263,2.08568,0,1.5068,1.11E-06,2.48473,0.36628,2.59731,0.33356,0.13478,3.90902,1.85943,0.00135,1.478,0,1.81922,0.00905,1.90062,0.00598,1.52119,0.00572,2.22484,0.12286,1.7029,0.01107,1.70E+00,3.47E-03
684,1,0,1.69841,0.00271,2.08543,0,1.5068,1.12E-06,2.48461,0.3656,2.59948,0.33137,0.13456,3.91804,1.85931,0.00133,1.478,0,1.81864,0.00908,1.90013,0.006,1.52083,0.00574,2.22462,0.12263,1.70272,0.01108,1.70E+00,3.55E-03
685,1,0,1.69827,0.0028,2.08518,0,1.5067,1.13E-06,2.48459,0.36493,2.60331,0.33104,0.13433,3.92707,1.85909,0.0013,1.47799,0,1.81803,0.00912,1.89964,0.00603,1.52046,0.00576,2.22444,0.12241,1.70254,0.01099,1.70E+00,3.62E-03
686,1,0,1.69815,0.00279,2.08493,0,1.5067,1.14E-06,2.48446,0.36427,2.60471,0.32958,0.13411,3.93609,1.85896,0.00128,1.4779,0,1.81745,0.00915,1.89915,0.00605,1.52009,0.00579,2.22422,0.12218,1.70235,0.01099,1.70E+00,3.61E-03
687,1,0,1.69803,0.00271,2.08467,0,1.5067,1.15E-06,2.4844,0.36363,2.60938,0.32946,0.13389,3.94511,1.85884,0.00126,1.4779,0,1.8169,0.00919,1.89872,0.00607,1.51972,0.00581,2.22402,0.12196,1.70217,0.01095,1.70E+00,3.53E-03
688,1,0,1.69785,0.00272,2.08443,0,1.50662,1.16E-06,2.48432,0.363,2.61345,0.32935,0.13367,3.95413,1.85872,0.00124,1.4779,0,1.81629,0.00922,1.89827,0.0061,1.51935,0.00583,2.22383,0.12175,1.70201,0.01092,1.70E+00,3.54E-03
689,1,0,1.69774,0.00278,2.08417,0,1.5066,1.17E-06,2.4843,0.36238,2.61571,0.32848,0.13344,3.96316,1.85849,0.00122,1.47789,0,1.81577,0.00925,1.89778,0.00612,1.51898,0.00585,2.22364,0.12154,1.70186,0.01085,1.70E+00,3.59E-03
690,1,0,1.69756,0.00276,2.08393,0,1.5066,1.18E-06,2.4843,0.36177,2.612,0.32514,0.13322,3.97218,1.85837,0.0012,1.4778,0,1.81519,0.00929,1.89729,0.00614,1.51864,0.00587,2.22347,0.12133,1.70172,0.01079,1.70E+00,3.56E-03
691,1,0,1.69744,0.00281,2.08368,0,1.50655,1.19E-06,2.4843,0.36118,2.61556,0.32402,0.133,3.9812,1.85825,0.00118,1.4778,0,1.81464,0.00932,1.89684,0.00616,1.51834,0.00589,2.2233,0.12113,1.70156,0.01069,1.70E+00,3.60E-03
692,1,0,1.69728,0.00278,2.08343,0,1.5065,1.20E-06,2.4843,0.3606,2.60867,0.31661,0.13278,3.99022,1.85813,0.00116,1.4778,0,1.81403,0.00935,1.8964,0.00619,1.51798,0.00591,2.22313,0.12093,1.7014,0.01061,1.70E+00,3.56E-03
693,1,0,1.69722,0.00281,2.08318,0,1.5065,1.21E-06,2.4843,0.36003,2.60726,0.31718,0.13256,3.99924,1.8579,0.00114,1.4777,0,1.81341,0.00939,1.89591,0.00621,1.51761,0.00594,2.22295,0.12074,1.70126,0.01055,1.70E+00,3.58E-03
694,1,0,1.69707,0.00281,2.08294,0,1.50648,1.22E-06,2.48432,0.35948,2.61108,0.31443,0.13233,4.00827,1.85778,0.00112,1.4777,0,1.81282,0.00943,1.89542,0.00623,1.51716,0.00596,2.22279,0.12055,1.70111,0.01049,1.70E+00,3.58E-03
695,1,0,1.69688,0.0028,2.08269,0,1.5064,1.23E-06,2.48444,0.35894,2.61668,0.31388,0.13211,4.01729,1.85766,0.0011,1.4777,0,1.81228,0.00946,1.89493,0.00626,1.51687,0.00598,2.22266,0.12036,1.70095,0.01044,1.70E+00,3.56E-03
696,1,0,1.69665,0.00276,2.08245,0,1.5064,1.24E-06,2.4845,0.3584,2.61137,0.31124,0.13189,4.02631,1.85753,0.00108,1.47763,0,1.81167,0.0095,1.89443,0.00628,1.5165,0.006,2.22251,0.12018,1.70079,0.0104,1.70E+00,3.52E-03
697,1,0,1.69645,0.00279,2.08221,0,1.5064,1.25E-06,2.48459,0.35789,2.6145,0.30958,0.13167,4.03533,1.85741,0.00107,1.4776,0,1.81114,0.00953,1.89394,0.0063,1.51613,0.00602,2.22238,0.12,1.70063,0.01035,1.70E+00,3.55E-03
698,1,0,1.69624,0.00272,2.08196,0,1.5064,1.27E-06,2.48471,0.35738,2.60619,0.30446,0.13144,4.04436,1.85719,0.00105,1.4776,0,1.81054,0.00956,1.89345,0.00633,1.51576,0.00605,2.22224,0.11982,1.70049,0.01025,1.70E+00,3.47E-03
699,1,0,1.6961,0.00274,2.08172,0,1.50637,1.27E-06,2.48483,0.35689,2.6113,0.30505,0.13122,4.05338,1.85707,0.00103,1.47757,0,1.80993,0.0096,1.89296,0.00635,1.5154,0.00607,2.22212,0.11965,1.70036,0.01012,1.70E+00,3.48E-03
700,1,0,1.69592,0.00279,2.08148,0,1.5063,1.28E-06,2.48502,0.3564,2.62025,0.30653,0.131,4.0624,1.85694,0.00101,1.4775,0,1.80937,0.00964,1.89247,0.00637,1.51503,0.00609,2.22202,0.11948,1.70022,0.01003,1.70E+00,3.51E-03
701,1,0,1.69571,0.00286,2.08124,0,1.5063,1.30E-06,2.48518,0.35593,2.61743,0.30336,0.13078,4.07142,1.85682,9.95E-04,1.4775,0,1.80879,0.00967,1.89197,0.0064,1.51466,0.00611,2.2219,0.11932,1.70008,0.00998,1.70E+00,3.57E-03
702,1,0,1.69548,0.00282,2.081,0,1.5063,1.31E-06,2.48541,0.35547,2.62254,0.305,0.13056,4.08044,1.8567,9.78E-04,1.4775,0,1.80819,0.00971,1.89149,0.00642,1.51429,0.00614,2.22182,0.11916,1.69993,0.00984,1.70E+00,3.52E-03
703,1,0,1.69531,0.00279,2.08076,0,1.5062,1.32E-06,2.48565,0.35501,2.62803,0.30154,0.13033,4.08947,1.85655,9.61E-04,1.4775,0,1.80766,0.00974,1.89099,0.00644,1.51392,0.00616,2.22173,0.119,1.69978,0.00978,1.70E+00,3.49E-03
704,1,0,1.69513,0.00271,2.08052,0,1.5062,1.33E-06,2.4859,0.35457,2.6399,0.30319,0.13011,4.09849,1.85635,9.44E-04,1.47745,0,1.80705,0.00978,1.8905,0.00647,1.51355,0.00618,2.22165,0.11885,1.69962,0.00965,1.70E+00,3.40E-03
705,1,0,1.69497,0.00267,2.08028,0,1.5062,1.34E-06,2.48615,0.35415,2.63997,0.30035,0.1301,4.10726,1.85623,9.27E-04,1.4774,0,1.80651,0.00982,1.89001,0.00649,1.51318,0.0062,2.22157,0.1187,1.69946,0.00956,1.70E+00,3.36E-03
706,1,0,1.69481,0.00257,2.08005,0,1.5061,1.35E-06,2.48649,0.35372,2.64501,0.30058,0.13029,4.11579,1.8561,9.10E-04,1.4774,0,1.80592,0.00985,1.88951,0.00652,1.51281,0.00623,2.22152,0.11855,1.6993,0.00947,1.70E+00,3.26E-03
707,1,0,1.69462,0.00254,2.07981,0,1.5061,1.36E-06,2.48676,0.35331,2.62778,0.29636,0.13049,4.12431,1.85598,8.93E-04,1.4773,0,1.80531,0.00989,1.88903,0.00654,1.51244,0.00625,2.22145,0.1184,1.69915,0.00943,1.70E+00,3.23E-03
708,1,0,1.6944,0.00243,2.07958,0,1.5061,1.37E-06,2.48713,0.35291,2.62108,0.29512,0.13068,4.13283,1.85586,8.77E-04,1.4773,0,1.80469,0.00993,1.88853,0.00657,1.51207,0.00627,2.22141,0.11826,1.699,0.00938,1.69E+00,3.12E-03
709,1,0,1.69413,0.0023,2.07934,0,1.50603,1.39E-06,2.4875,0.35251,2.6363,0.29412,0.13087,4.14136,1.85567,8.61E-04,1.4773,0,1.80414,0.00996,1.88804,0.00659,1.5117,0.0063,2.22137,0.11812,1.69885,0.00938,1.69E+00,3.01E-03
710,1,0,1.69397,0.00228,2.07911,0,1.506,1.40E-06,2.48786,0.35212,2.63167,0.29246,0.13107,4.14988,1.85551,8.46E-04,1.4773,0,1.80356,0.01,1.88755,0.00662,1.51134,0.00632,2.22134,0.11798,1.69869,0.00935,1.69E+00,2.99E-03
711,1,0,1.69392,0.0023,2.07887,0,1.50599,1.41E-06,2.48834,0.35175,2.64249,0.29301,0.13126,4.15841,1.85539,8.31E-04,1.4772,0,1.80294,0.01004,1.88706,0.00664,1.51097,0.00634,2.22133,0.11785,1.69854,0.0093,1.69E+00,3.00E-03
712,1,0,1.69386,0.00227,2.07864,0,1.5059,1.42E-06,2.48884,0.35137,2.64419,0.29101,0.13146,4.16693,1.85527,8.15E-04,1.4772,0,1.80236,0.01007,1.88656,0.00666,1.5106,0.00637,2.22134,0.11771,1.69838,0.00919,1.69E+00,2.96E-03
713,1,0,1.69369,0.00217,2.07841,0,1.5059,1.43E-06,2.48933,0.351,2.63821,0.28945,0.13165,4.17546,1.85514,8.01E-04,1.4772,0,1.80181,0.01011,1.88607,0.00669,1.51023,0.00639,2.22135,0.11758,1.69823,0.00917,1.69E+00,2.87E-03
714,1,0,1.69357,0.00223,2.07818,0,1.5059,1.44E-06,2.48982,0.35064,2.63856,0.28852,0.13184,4.18398,1.85494,7.87E-04,1.4772,0,1.8012,0.01015,1.88558,0.00671,1.50986,0.00642,2.22135,0.11745,1.69807,0.00909,1.69E+00,2.92E-03
715,1,0,1.6935,0.00226,2.07795,0,1.5058,1.45E-06,2.49042,0.35028,2.62827,0.28637,0.13204,4.1925,1.8548,7.72E-04,1.4771,0,1.80059,0.01019,1.88499,0.00674,1.50949,0.00644,2.2214,0.11731,1.69792,0.00901,1.69E+00,2.93E-03
716,1,0,1.69344,0.00237,2.07772,0,1.5058,1.46E-06,2.49103,0.34993,2.64076,0.28605,0.13223,4.20103,1.85467,7.57E-04,1.4771,0,1.80007,0.01022,1.88449,0.00676,1.50912,0.00646,2.22144,0.11719,1.69777,0.00896,1.69E+00,3.03E-03
717,1,0,1.69325,0.00237,2.07749,0,1.5058,1.48E-06,2.49165,0.34958,2.62794,0.28472,0.13243,4.20955,1.85455,7.44E-04,1.4771,0,1.79945,0.01026,1.884,0.00679,1.50875,0.00649,2.22149,0.11706,1.69762,0.00893,1.69E+00,3.03E-03
718,1,0,1.69312,0.00236,2.07726,0,1.5058,1.49E-06,2.49234,0.34924,2.63333,0.28248,0.13262,4.21808,1.85443,7.30E-04,1.47703,0,1.79884,0.0103,1.88351,0.00682,1.50838,0.00651,2.22157,0.11693,1.69746,0.00884,1.69E+00,3.01E-03
719,1,0,1.69293,0.00244,2.07703,0,1.5058,1.50E-06,2.49308,0.34889,2.63443,0.28258,0.13282,4.2266,1.8543,7.17E-04,1.477,0,1.79831,0.01034,1.88301,0.00684,1.50801,0.00654,2.22166,0.1168,1.69731,0.0087,1.69E+00,3.07E-03
720,1,0,1.69278,0.00244,2.07681,0,1.5057,1.52E-06,2.49381,0.34855,2.64127,0.28086,0.13301,4.23513,1.85418,7.03E-04,1.477,0,1.79771,0.01038,1.88243,0.00687,1.50764,0.00656,2.22175,0.11668,1.69715,0.00861,1.69E+00,3.06E-03
721,1,0,1.69259,0.00241,2.07658,0,1.5057,1.53E-06,2.49459,0.3482,2.63996,0.27884,0.1332,4.24365,1.85406,6.91E-04,1.477,0,1.79709,0.01042,1.88193,0.00689,1.50727,0.00658,2.22185,0.11655,1.697,0.00857,1.69E+00,3.03E-03
722,1,0,1.69245,0.00246,2.07636,0,1.5057,1.54E-06,2.49546,0.34785,2.64348,0.2784,0.1334,4.25217,1.85393,6.78E-04,1.47693,0,1.79647,0.01046,1.88144,0.00692,1.5069,0.00661,2.22199,0.11641,1.69685,0.00843,1.69E+00,3.06E-03
723,1,0,1.69225,0.0026,2.07613,0,1.50561,1.55E-06,2.49632,0.3475,2.63,0.27683,0.13359,4.2607,1.85381,6.65E-04,1.4769,0,1.79594,0.0105,1.88094,0.00694,1.50653,0.00663,2.22212,0.11628,1.69669,0.00826,1.69E+00,3.17E-03
724,1,0,1.69198,0.00266,2.07591,0,1.5056,1.56E-06,2.4972,0.34714,2.62977,0.2748,0.13379,4.26922,1.85359,6.52E-04,1.4769,0,1.79534,0.01053,1.88035,0.00697,1.50608,0.00666,2.22227,0.11615,1.69652,0.0082,1.69E+00,3.21E-03
725,1,0,1.69182,0.00275,2.07569,0,1.5056,1.57E-06,2.49818,0.34678,2.62505,0.27464,0.13398,4.27775,1.85347,6.41E-04,1.47687,0,1.79473,0.01057,1.87986,0.007,1.5058,0.00668,2.22244,0.11601,1.69636,0.00803,1.69E+00,3.28E-03
726,1,0,1.69168,0.00277,2.07546,0,1.50554,1.58E-06,2.49922,0.34641,2.63818,0.27291,0.13417,4.28627,1.85334,6.29E-04,1.4768,0,1.79417,0.01061,1.87937,0.00702,1.50543,0.00671,2.22263,0.11587,1.69622,0.00788,1.69E+00,3.28E-03
727,1,0,1.6916,0.00279,2.07524,0,1.5055,1.59E-06,2.50033,0.34603,2.64029,0.27186,0.13437,4.2948,1.85322,6.17E-04,1.4768,0,1.79359,0.01065,1.87887,0.00705,1.50506,0.00673,2.22285,0.11573,1.69608,0.00773,1.69E+00,3.28E-03
728,1,0,1.69138,0.00286,2.07502,0,1.5055,1.61E-06,2.50145,0.34563,2.62826,0.27234,0.13456,4.30332,1.8531,6.05E-04,1.4768,0,1.79298,0.01069,1.87828,0.00708,1.50459,0.00676,2.22308,0.11558,1.69593,0.00762,1.69E+00,3.34E-03
729,1,0,1.69125,0.00289,2.0748,0,1.5055,1.62E-06,2.50265,0.34521,2.62733,0.27134,0.13476,4.31184,1.85297,5.93E-04,1.4768,0,1.79239,0.01073,1.87779,0.0071,1.50422,0.00678,2.22332,0.11542,1.69579,0.00749,1.69E+00,3.35E-03
730,1,0,1.69112,0.00291,2.07458,0,1.5055,1.63E-06,2.50386,0.34479,2.63624,0.27112,0.13495,4.32037,1.85285,5.81E-04,1.47675,0,1.79185,0.01077,1.87725,0.00713,1.50385,0.00681,2.22358,0.11526,1.69565,0.00735,1.69E+00,3.35E-03
731,1,0,1.69099,0.00298,2.07436,0,1.50543,1.64E-06,2.50514,0.34435,2.63532,0.27105,0.13515,4.32889,1.85273,5.71E-04,1.4767,0,1.79123,0.01081,1.8767,0.00715,1.50348,0.00683,2.22385,0.1151,1.69551,0.00726,1.69E+00,3.41E-03
732,1,0,1.69077,0.00298,2.07414,0,1.5054,1.66E-06,2.50657,0.34387,2.6367,0.27104,0.13534,4.33742,1.8526,5.61E-04,1.4767,0,1.79061,0.01085,1.87621,0.00718,1.50311,0.00686,2.22418,0.11491,1.69537,0.00722,1.69E+00,3.40E-03
733,1,0,1.69072,0.00301,2.07393,0,1.5054,1.67E-06,2.50795,0.34337,2.64006,0.27101,0.13553,4.34594,1.85248,5.50E-04,1.47668,0,1.79,0.01089,1.87562,0.00721,1.50274,0.00688,2.22449,0.11473,1.69523,0.007,1.69E+00,3.41E-03
734,1,0,1.69059,0.00305,2.07371,0,1.50536,1.68E-06,2.50943,0.34284,2.63932,0.26969,0.13573,4.35447,1.85236,5.40E-04,1.4766,0,1.78938,0.01093,1.87512,0.00724,1.50237,0.00691,2.22483,0.11453,1.69508,0.00691,1.69E+00,3.44E-03
735,1,0,1.69049,0.00309,2.07349,0,1.5053,1.70E-06,2.51098,0.34228,2.63594,0.26931,0.13592,4.36299,1.85216,5.30E-04,1.4766,0,1.78883,0.01097,1.87456,0.00726,1.502,0.00694,2.2252,0.11432,1.69494,0.00682,1.69E+00,3.46E-03
736,1,0,1.69033,0.00303,2.07328,0,1.5053,1.71E-06,2.51257,0.34168,2.62381,0.26785,0.13612,4.37151,1.85201,5.20E-04,1.4766,0,1.78825,0.01101,1.87404,0.00729,1.50163,0.00696,2.22558,0.1141,1.6948,0.0067,1.69E+00,3.40E-03
737,1,0,1.69038,0.00283,2.07306,0,1.50529,1.72E-06,2.51429,0.34104,2.62982,0.26805,0.13631,4.38004,1.85189,5.10E-04,1.4766,0,1.78763,0.01105,1.87353,0.00732,1.50126,0.00699,2.226,0.11386,1.69465,0.00665,1.69E+00,3.21E-03
738,1,0,1.69039,0.00276,2.07285,0,1.5052,1.73E-06,2.51602,0.34034,2.64406,0.26817,0.1365,4.38856,1.85176,5.00E-04,1.47656,0,1.78705,0.01109,1.87295,0.00734,1.50089,0.00701,2.22643,0.1136,1.69449,0.0065,1.69E+00,3.13E-03
739,1,0,1.69025,0.00272,2.07263,0,1.5052,1.75E-06,2.51781,0.33959,2.63777,0.2679,0.1367,4.39709,1.85164,4.92E-04,1.4765,0,1.7865,0.01114,1.87246,0.00737,1.50052,0.00704,2.22687,0.11333,1.69435,0.00639,1.69E+00,3.09E-03
740,1,0,1.69013,0.00269,2.07242,0,1.5052,1.76E-06,2.51974,0.33879,2.65479,0.26568,0.13689,4.40561,1.85152,4.82E-04,1.4765,0,1.78588,0.01118,1.87188,0.0074,1.50015,0.00706,2.22736,0.11303,1.69421,0.00626,1.69E+00,3.05E-03
741,1,0,1.69015,0.00267,2.07221,0,1.50519,1.77E-06,2.52172,0.33791,2.62929,0.26547,0.13709,4.41414,1.85139,4.72E-04,1.4764,0,1.78526,0.01122,1.87136,0.00743,1.49978,0.00709,2.22787,0.11271,1.69405,0.00619,1.69E+00,3.02E-03
742,1,0,1.6902,0.00258,2.072,0,1.5051,1.78E-06,2.52372,0.33696,2.65531,0.26685,0.13728,4.42266,1.85127,4.63E-04,1.4764,0,1.78465,0.01126,1.87078,0.00745,1.49941,0.00712,2.22839,0.11237,1.69391,0.00609,1.69E+00,2.93E-03
743,1,0,1.69007,0.00249,2.07178,0,1.5051,1.80E-06,2.52582,0.33594,2.64189,0.26546,0.13748,4.43118,1.85115,4.55E-04,1.4764,0,1.78403,0.0113,1.87023,0.00748,1.49898,0.00714,2.22893,0.112,1.69376,0.00597,1.69E+00,2.84E-03
744,1,0,1.68999,0.00243,2.07157,0,1.5051,1.81E-06,2.528,0.33482,2.62108,0.26404,0.13767,4.43971,1.85102,4.46E-04,1.4764,0,1.78341,0.01135,1.86969,0.00751,1.49857,0.00717,2.2295,0.1116,1.69361,0.00582,1.69E+00,2.77E-03
745,1,0,1.68992,0.0024,2.07136,0,1.505,1.82E-06,2.53022,0.33363,2.62423,0.26275,0.13786,4.44823,1.8509,4.38E-04,1.4764,0,1.78289,0.01139,1.86919,0.00754,1.4982,0.0072,2.23009,0.11117,1.69346,0.00571,1.69E+00,2.73E-03
746,1,0,1.68994,0.00244,2.07116,0,1.505,1.83E-06,2.53257,0.3323,2.64724,0.26352,0.13806,4.45676,1.85078,4.30E-04,1.4763,0,1.78228,0.01143,1.8686,0.00757,1.49783,0.00722,2.23072,0.1107,1.69331,0.00543,1.69E+00,2.74E-03
747,1,0,1.68975,0.00245,2.07095,0,1.505,1.85E-06,2.53491,0.33088,2.64083,0.26105,0.13825,4.46528,1.85065,4.23E-04,1.4763,0,1.78166,0.01147,1.86806,0.00759,1.49746,0.00725,2.23134,0.1102,1.69314,0.00531,1.69E+00,2.74E-03
748,1,0,1.6896,0.00245,2.07074,0,1.505,1.86E-06,2.53733,0.32933,2.62969,0.26109,0.13845,4.47381,1.85053,4.15E-04,1.4763,0,1.78104,0.01152,1.86751,0.00762,1.49709,0.00728,2.23199,0.10965,1.69298,0.00514,1.69E+00,2.72E-03
749,1,0,1.68946,0.00236,2.07053,0,1.505,1.87E-06,2.5398,0.32766,2.63892,0.25882,0.13864,4.48233,1.8504,4.07E-04,1.4762,0,1.78042,0.01156,1.86692,0.00765,1.49671,0.0073,2.23265,0.10906,1.69282,0.00498,1.69E+00,2.62E-03
750,1,0,1.68927,0.00232,2.07033,0,1.5049,1.89E-06,2.54239,0.32583,2.62413,0.2578,0.13883,4.49085,1.85028,4.00E-04,1.4762,0,1.77991,0.0116,1.86641,0.00768,1.49634,0.00733,2.23336,0.10842,1.69267,0.00472,1.69E+00,2.56E-03
751,1,0,1.68894,0.00227,2.07012,0,1.5049,1.90E-06,2.54498,0.32385,2.63205,0.25808,0.13903,4.49938,1.85016,3.93E-04,1.4762,0,1.77925,0.01165,1.86583,0.00771,1.49597,0.00736,2.23405,0.10773,1.69251,0.00459,1.69E+00,2.50E-03
752,1,0,1.68865,0.00227,2.06991,0,1.5049,1.91E-06,2.54757,0.32172,2.63554,0.25536,0.13922,4.5079,1.85003,3.86E-04,1.4762,0,1.77864,0.01169,1.86527,0.00774,1.4956,0.00739,2.23475,0.10699,1.69237,0.00443,1.69E+00,2.49E-03
753,1,0,1.68836,0.00222,2.06971,0,1.50481,1.92E-06,2.55017,0.31941,2.645,0.25178,0.13942,4.51643,1.84991,3.79E-04,1.4762,0,1.77806,0.01173,1.86474,0.00777,1.49523,0.00741,2.23545,0.10619,1.69222,0.00426,1.69E+00,2.42E-03
754,1,0,1.68806,0.00229,2.06951,0,1.5048,1.94E-06,2.55286,0.31692,2.63543,0.25099,0.13961,4.52495,1.84979,3.73E-04,1.4761,0,1.77744,0.01177,1.86415,0.0078,1.49476,0.00744,2.23619,0.10533,1.69207,0.00412,1.69E+00,2.47E-03
755,1,0,1.68771,0.00241,2.0693,0,1.5048,1.95E-06,2.55549,0.31423,2.64482,0.24923,0.13981,4.53348,1.84966,3.68E-04,1.4761,0,1.77682,0.01182,1.86362,0.00782,1.49439,0.00747,2.23689,0.10441,1.69191,0.00405,1.69E+00,2.57E-03
756,1,0,1.68754,0.00239,2.0691,0,1.5048,1.96E-06,2.55814,0.31134,2.63853,0.24709,0.14,4.542,1.84954,3.62E-04,1.4761,0,1.7762,0.01186,1.86306,0.00785,1.49402,0.0075,2.2376,0.10341,1.69175,0.00389,1.69E+00,2.54E-03
757,1,0,1.68737,0.00229,2.0689,0,1.5048,1.97E-06,2.56074,0.30825,2.63078,0.24531,0.14031,4.55031,1.84942,3.55E-04,1.47602,0,1.77567,0.0119,1.86249,0.00788,1.49365,0.00752,2.2383,0.10236,1.69159,0.00373,1.69E+00,2.43E-03
758,1,0,1.68714,0.00233,2.0687,0,1.5047,1.99E-06,2.56332,0.30494,2.64129,0.24244,0.14061,4.55862,1.84929,3.50E-04,1.476,0,1.77507,0.01195,1.86197,0.00791,1.49328,0.00755,2.23898,0.10123,1.69142,0.00359,1.69E+00,2.46E-03
759,1,0,1.68684,0.00224,2.0685,0,1.5047,2.00E-06,2.56579,0.30139,2.64676,0.23705,0.14092,4.56693,1.84917,3.45E-04,1.476,0,1.77445,0.01199,1.86138,0.00794,1.49291,0.00758,2.23963,0.10002,1.69125,0.00345,1.69E+00,2.36E-03
760,1,0,1.68666,0.0024,2.0683,0,1.5047,2.01E-06,2.56821,0.29763,2.66755,0.23266,0.14123,4.57524,1.84905,3.39E-04,1.476,0,1.77383,0.01204,1.86083,0.00797,1.49254,0.00761,2.24026,0.09875,1.69109,0.00333,1.69E+00,2.49E-03
761,1,0,1.6866,0.00259,2.0681,0,1.50462,2.02E-06,2.57048,0.29365,2.66071,0.22925,0.14154,4.58355,1.84892,3.33E-04,1.47592,0,1.77322,0.01208,1.86022,0.008,1.49217,0.00764,2.24084,0.0974,1.69094,0.00313,1.69E+00,2.64E-03
762,1,0,1.68656,0.00275,2.0679,0,1.5046,2.04E-06,2.5726,0.28946,2.6698,0.22667,0.14184,4.59186,1.8488,3.28E-04,1.4759,0,1.7726,0.01213,1.8597,0.00803,1.4917,0.00766,2.24136,0.09599,1.69078,0.00307,1.69E+00,2.78E-03
763,1,0,1.68646,0.00275,2.0677,0,1.5046,2.05E-06,2.57455,0.28502,2.67758,0.2207,0.14215,4.60017,1.84868,3.24E-04,1.4759,0,1.77198,0.01217,1.85908,0.00806,1.49133,0.00769,2.24183,0.09449,1.69063,0.00286,1.69E+00,2.76E-03
764,1,0,1.68676,0.00282,2.0675,0,1.5046,2.06E-06,2.57637,0.28036,2.67539,0.21624,0.14246,4.60848,1.84855,3.19E-04,1.4759,0,1.77136,0.01222,1.85851,0.00809,1.49096,0.00772,2.24225,0.09293,1.69047,0.00278,1.69E+00,2.82E-03
765,1,0,1.6868,0.00291,2.0673,0,1.5046,2.08E-06,2.57796,0.27551,2.65634,0.21141,0.14276,4.61679,1.84843,3.14E-04,1.4759,0,1.77074,0.01226,1.85794,0.00812,1.49059,0.00775,2.2426,0.09131,1.6903,0.00268,1.69E+00,2.89E-03
766,1,0,1.6866,0.00301,2.06711,0,1.5045,2.09E-06,2.57925,0.27051,2.65356,0.20784,0.14307,4.6251,1.8483,3.09E-04,1.4758,0,1.77012,0.01231,1.85742,0.00815,1.49021,0.00778,2.24285,0.08963,1.69011,0.00268,1.69E+00,2.98E-03
767,1,0,1.68663,0.00275,2.06691,0,1.5045,2.11E-06,2.58033,0.26534,2.66534,0.20564,0.14338,4.63341,1.84818,3.05E-04,1.4758,0,1.76951,0.01236,1.85681,0.00818,1.48983,0.00781,2.24303,0.08791,1.68994,0.00267,1.69E+00,2.74E-03
768,1,0,1.68662,0.00276,2.06672,0,1.5045,2.12E-06,2.58107,0.26002,2.6296,0.20172,0.14369,4.64172,1.84806,3.02E-04,1.4758,0,1.76889,0.0124,1.85623,0.00821,1.48942,0.00784,2.24309,0.08614,1.68978,0.00265,1.69E+00,2.75E-03
